S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
176,Whoso keepeth his mouth and his tongue keepeth his soul from troubles.,PROVERBS 21:17,PROVERBS 21:19,PROVERBS 21:23,PROVERBS 21:27,3
177,"The sacrifice of the wicked is abomination: how much more, when he bringeth it with a wicked mind?",PROVERBS 21:17,PROVERBS 21:19,PROVERBS 21:23,PROVERBS 21:27,4
178,There is no wisdom nor understanding nor counsel against the LORD.,PROVERBS 21:30,PROVERBS 21:31,PROVERBS 22:3,PROVERBS 22:6,1
179,The horse is prepared against the day of battle: but safety is of the LORD.,PROVERBS 21:30,PROVERBS 21:31,PROVERBS 22:3,PROVERBS 22:6,2
180,"A prudent man foreseeth the evil, and hideth himself: but the simple pass on, and are punished.",PROVERBS 21:30,PROVERBS 21:31,PROVERBS 22:3,PROVERBS 22:6,3
181,"Train up a child in the way he should go: and when he is old, he will not depart from it.",PROVERBS 21:30,PROVERBS 21:31,PROVERBS 22:3,PROVERBS 22:6,4
182,"He that oppresseth the poor to increase his riches, and he that giveth to the rich, shall surely come to want.",PROVERBS 22:16,PROVERBS 22:24,PROVERBS 22:28,PROVERBS 22:29,1
183,Make no friendship with an angry man; and with a furious man thou shalt not go:,PROVERBS 22:16,PROVERBS 22:24,PROVERBS 22:28,PROVERBS 22:29,2
184,"Remove not the ancient landmark, which thy fathers have set.",PROVERBS 22:16,PROVERBS 22:24,PROVERBS 22:28,PROVERBS 22:29,3
185,Seest thou a man diligent in his business? he shall stand before kings; he shall not stand before mean men.,PROVERBS 22:16,PROVERBS 22:24,PROVERBS 22:28,PROVERBS 22:29,4
186,"For as he thinketh in his heart, so is he: Eat and drink, saith he to thee; but his heart is not with thee.",PROVERBS 23:7,PROVERBS 23:18,PROVERBS 23:23,PROVERBS 24:10,1
187,For surely there is an end; and thine expectation shall not be cut off.,PROVERBS 23:7,PROVERBS 23:18,PROVERBS 23:23,PROVERBS 24:10,2
188,"Buy the truth, and sell it not; also wisdom, and instruction, and understanding.",PROVERBS 23:7,PROVERBS 23:18,PROVERBS 23:23,PROVERBS 24:10,3
189,"If thou faint in the day of adversity, thy strength is small.",PROVERBS 23:7,PROVERBS 23:18,PROVERBS 23:23,PROVERBS 24:10,4
190,"For a just man falleth seven times, and riseth up again: but the wicked shall fall into mischief.",PROVERBS 24:16,PROVERBS 24:24,PROVERBS 24:33,PROVERBS 24:34,1
191,"He that saith unto the wicked, Thou are righteous; him shall the people curse, nations shall abhor him:",PROVERBS 24:16,PROVERBS 24:24,PROVERBS 24:33,PROVERBS 24:34,2
192,"Yet a little sleep, a little slumber, a little folding of the hands to sleep:",PROVERBS 24:16,PROVERBS 24:24,PROVERBS 24:33,PROVERBS 24:34,3
193,So shall thy poverty come as one that travelleth; and thy want as an armed man.,PROVERBS 24:16,PROVERBS 24:24,PROVERBS 24:33,PROVERBS 24:34,4
194,"For better it is that it be said unto thee, Come up hither; than that thou shouldest be put lower in the presence of the prince whom thine eyes have seen.",PROVERBS 25:7,PROVERBS 25:11,PROVERBS 25:18,PROVERBS 25:19,1
195,A word fitly spoken is like apples of gold in pictures of silver.,PROVERBS 25:7,PROVERBS 25:11,PROVERBS 25:18,PROVERBS 25:19,2
196,"A man that beareth false witness against his neighbour is a maul, and a sword, and a sharp arrow.",PROVERBS 25:7,PROVERBS 25:11,PROVERBS 25:18,PROVERBS 25:19,3
197,"Confidence in an unfaithful man in time of trouble is like a broken tooth, and a foot out of joint.",PROVERBS 25:7,PROVERBS 25:11,PROVERBS 25:18,PROVERBS 25:19,4
198,"If thine enemy be hungry, give him bread to eat; and if he be thirsty, give him water to drink:",PROVERBS 25:21,PROVERBS 25:28,PROVERBS 26:2,PROVERBS 26:3,1
199,"He that hath no rule over his own spirit is like a city that is broken down, and without walls.",PROVERBS 25:21,PROVERBS 25:28,PROVERBS 26:2,PROVERBS 26:3,2
200,"As the bird by wandering, as the swallow by flying, so the curse causeless shall not come.",PROVERBS 25:21,PROVERBS 25:28,PROVERBS 26:2,PROVERBS 26:3,3
201,"A whip for the horse, a bridle for the ass, and a rod for the fool's back.",PROVERBS 25:21,PROVERBS 25:28,PROVERBS 26:2,PROVERBS 26:3,4
202,The legs of the lame are not equal: so is a parable in the mouth of fools.,PROVERBS 26:7,PROVERBS 26:11,PROVERBS 26:12,PROVERBS 26:20,1
203,"As a dog returneth to his vomit, so a fool returneth to his folly.",PROVERBS 26:7,PROVERBS 26:11,PROVERBS 26:12,PROVERBS 26:20,2
204,Seest thou a man wise in his own conceit? there is more hope of a fool than of him.,PROVERBS 26:7,PROVERBS 26:11,PROVERBS 26:12,PROVERBS 26:20,3
205,"Where no wood is, there the fire goeth out: so where there is no talebearer, the strife ceaseth.",PROVERBS 26:7,PROVERBS 26:11,PROVERBS 26:12,PROVERBS 26:20,4
206,"Whoso diggeth a pit shall fall therein: and he that rolleth a stone, it will return upon him.",PROVERBS 26:27,PROVERBS 27:1,PROVERBS 27:2,PROVERBS 27:12,1
207,Boast not thyself of to morrow; for thou knowest not what a day may bring forth.,PROVERBS 26:27,PROVERBS 27:1,PROVERBS 27:2,PROVERBS 27:12,2
208,"Let another man praise thee, and not thine own mouth; a stranger, and not thine own lips.",PROVERBS 26:27,PROVERBS 27:1,PROVERBS 27:2,PROVERBS 27:12,3
209,"A prudent man foreseeth the evil, and hideth himself; but the simple pass on, and are punished.",PROVERBS 26:27,PROVERBS 27:1,PROVERBS 27:2,PROVERBS 27:12,4
210,Iron sharpeneth iron; so a man sharpeneth the countenance of his friend.,PROVERBS 27:17,PROVERBS 27:20,PROVERBS 28:1,PROVERBS 28:10,1
211,Hell and destruction are never full; so the eyes of man are never satisfied.,PROVERBS 27:17,PROVERBS 27:20,PROVERBS 28:1,PROVERBS 28:10,2
212,The wicked flee when no man pursueth: but the righteous are bold as a lion.,PROVERBS 27:17,PROVERBS 27:20,PROVERBS 28:1,PROVERBS 28:10,3
213,"Whoso causeth the righteous to go astray in an evil way, he shall fall himself into his own pit: but the upright shall have good things in possession.",PROVERBS 27:17,PROVERBS 27:20,PROVERBS 28:1,PROVERBS 28:10,4
214,He that covereth his sins shall not prosper: but whoso confesseth and forsaketh them shall have mercy.,PROVERBS 28:13,PROVERBS 28:24,PROVERBS 28:27,PROVERBS 29:1,1
215,"Whoso robbeth his father or his mother, and saith, It is no transgression; the same is the companion of a destroyer.",PROVERBS 28:13,PROVERBS 28:24,PROVERBS 28:27,PROVERBS 29:1,2
216,He that giveth unto the poor shall not lack: but he that hideth his eyes shall have many a curse.,PROVERBS 28:13,PROVERBS 28:24,PROVERBS 28:27,PROVERBS 29:1,3
217,"He, that being often reproved hardeneth his neck, shall suddenly be destroyed, and that without remedy.",PROVERBS 28:13,PROVERBS 28:24,PROVERBS 28:27,PROVERBS 29:1,4
218,"When the righteous are in authority, the people rejoice: but when the wicked beareth rule, the people mourn.",PROVERBS 29:2,PROVERBS 29:9,PROVERBS 29:11,PROVERBS 29:17,1
219,"If a wise man contendeth with a foolish man, whether he rage or laugh, there is no rest.",PROVERBS 29:2,PROVERBS 29:9,PROVERBS 29:11,PROVERBS 29:17,2
220,A fool uttereth all his mind: but a wise man keepeth it in till afterwards.,PROVERBS 29:2,PROVERBS 29:9,PROVERBS 29:11,PROVERBS 29:17,3
221,"Correct thy son, and he shall give thee rest; yea, he shall give delight unto thy soul.",PROVERBS 29:2,PROVERBS 29:9,PROVERBS 29:11,PROVERBS 29:17,4
222,Seest thou a man that is hasty in his words? there is more hope of a fool than of him.,PROVERBS 29:20,PROVERBS 30:11,PROVERBS 30:12,PROVERBS 30:13,1
223,"There is a generation that curseth their father, and doth not bless their mother.",PROVERBS 29:20,PROVERBS 30:11,PROVERBS 30:12,PROVERBS 30:13,2
224,"There is a generation that are pure in their own eyes, and yet is not washed from their filthiness.",PROVERBS 29:20,PROVERBS 30:11,PROVERBS 30:12,PROVERBS 30:13,3
225,"There is a generation, O how lofty are their eyes! and their eyelids are lifted up.",PROVERBS 29:20,PROVERBS 30:11,PROVERBS 30:12,PROVERBS 30:13,4
226,"There is a generation, whose teeth are as swords, and their jaw teeth as knives, to devour the poor from off the earth, and the needy from among men.",PROVERBS 30:13,PROVERBS 30:14,PROVERBS 31:6,PROVERBS 31:10,2
227,"Give strong drink unto him that is ready to perish, and wine unto those that be of heavy hearts.",PROVERBS 30:13,PROVERBS 30:14,PROVERBS 31:6,PROVERBS 31:10,3
228,Who can find a virtuous woman? for her price is far above rubies.,PROVERBS 30:13,PROVERBS 30:14,PROVERBS 31:6,PROVERBS 31:10,4
